Job Type,Job_Title,Description
Data scientist,NLP Engineer (Machine Translation) - 2024 Start,"Responsibilities
TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa.

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.
Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.
To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.
At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.
Join us.

Our NLP team focuses on solving language barriers and promoting information flowing all over the world. We invite researchers and engineers in natural language processing and machine learning at all levels. We aim at pushing the limits of machine intelligence.

Responsibilities
1. Responsible for machine translation, text generation, and other core NLP algorithm model construction and improvement.
2. Responsible for building NLP foundations.
3. Cutting-edge algorithm research, improving product user experience through algorithms.
Qualifications
Final year graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
Rich experiences and strong skills in development of technologies in some of the following areas:
machine translation, natural language generation, large-scale pretraining, probabilistic inference, reinforcement learning, etc.
Strong analytical and problem-solving skills.
Strong computer science and coding skills.
Work and collaborate well with team members.
Candidates with top conference papers or influential open-source projects are preferred.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.

If you have any questions, please reach out to us at apac-earlycareers@tiktok.com."
Data scientist,Data Scientist,"What the role is
You conduct data science (DS) projects to enhance MINDEF/SAFÃ¢â‚¬â„¢s decision-making in policy, operations and resource management. You apply DS concepts and techniques in the investigation of strategic and high-risk business problems, and produce insights and recommendations for MINDEF/SAFÃ¢â‚¬â„¢s management and stakeholders. You are involved in all phases of the DS projects, from conceptualisation, data preparation, analysis and model development, to visualisation of insights and recommendations.
What you will be working on
On this, you adopt best practices with regard to data cleaning, preparation and analysis, constantly review the quality of results generated, and explore various concepts and techniques to improve technical accuracy and reliability of results. At each stage of the DS work, you highlight key deliverables and timelines to stakeholders, and manage expectations of the key outcomes. Additionally, you collaborate with business domain experts, as well as technical counterparts from the wider MINDEF/SAF Community, GovTech and other public service agencies to co-create impactful and innovative DS solutions. Your challenge lies in understanding and explaining complex technical insights and the resulting recommendations to a wide range of audiences, from DS practitioners to senior MINDEF/SAF decision makers.
What we are looking for
You must have a tertiary qualification in Statistics, Machine Learning, Computer Science, Operation Research or a related quantitative discipline. Knowledge of cognitive psychology would be an advantage. You should preferably have 1 to 2 yearsÃ¢â‚¬â„¢ work experience in a DS/analytics role and in the application of advanced DS techniques such as text analytics, data mining, clustering, machine learning, modelling and simulation. You should also have hands-on expertise in the use of at least one programming language (e.g. Python, R, Matlab, Java). Possession of good communication and interpersonal skills, and being curious, creative, organised and detail-oriented, are essential. Having knowledge of big data processing framework and tools (e.g. SQL, Spark, Hadoop, MapReduce), application development, web programming or visualisation tools (e.g. Qlik, Tableau) is advantageous.

(Candidates with no experience may apply.)

Only shortlisted candidates will be notified."
Data scientist,"Intern, Machine Learning Engineer","4 Shenton Way, SGX Center 2 , Singapore, Singapore, Singapore
Department
Data Science and Analytics
Job posted on
Sep 06, 2023
Employee Type
Intern
Experience range (Years)
0 - 1 year

Singlife is a leading homegrown financial services company, offering consumers a better way to financial freedom. Through innovative, technology-enabled solutions and a wide range of products and services, Singlife provides consumers control over their financial wellbeing at every stage of their lives.

In addition to a comprehensive suite of insurance plans, employee benefits, partnerships with financial adviser channels and bancassurance, Singlife offers investment solutions through its dollarDEX and Navigator platforms. The mobile-first Singlife Account Ã¢â‚¬â€œ with a Singlife Debit Card Ã¢â‚¬â€œ allows customers to save, spend, earn and be insured all in one app.

Singlife is the exclusive insurance provider for the Ministry of Defence, Ministry of Home Affairs and Public Officers Group Insurance Scheme. Singlife is also an official signatory of the United Nations Principles for Sustainable Insurance, affirming its commitment to finding a better way to sustainability.

First announced in September 2020 and valued at S$3.2 billion, the merger of Aviva Singapore and Singlife was the largest insurance deal in Singapore then and created one of the largest homegrown financial services companies in the republic.

Responsibilities:
MLOps Framework: Assist in the enhancement of our AWS-based MLOps (Machine Learning Operations) framework.
Model Deployment and Monitoring: Deploy models into production and monitor their performance to detect any drift or anomalies over time.
ETL Pipelines Management: Create, refine, and optimize Extract, Transform, Load (ETL) pipelines in Apache Airflow.
Model Governance: Ensure proper governance is adhered using model approval form, assessing models for fairness, ethics, accountability, and transparency.
Data Analysis and Big Data: Clean, transform, and analyze large, complex datasets using Python, Pyspark and SQL.
Incident Response: Aid in the swift resolution of pipeline issues, helping maintain the reliability and efficiency of our systems.
Knowledge Sharing: Take an active part in our knowledge sharing sessions, both learning from and contributing to the collective expertise of our team.

Requirements:
Able to commit full-time for at least a minimum of 12 weeks.
Strong writing and content generation skills with excellent command of English.
Experience with cloud technologies is ideal (AWS/GCP/Azure etc.)
Basic understanding of machine learning.
Basic knowledge of algorithms and data structures.
Experience with BI tools like Tableau/Power BI/Qlik is ideal too (not mandatory).
Interested in Data Science, Machine Learning, Machine Learning Operations and Statistics.
Highly motivated individual with strong curiosity to seek insights from data to tell a story to business partners/team members for decision-making.

Education
The ideal candidate is pursuing or has completed a master's or bachelor's degree with a specialization in Data Science or Computer Science.
Candidates with non-technical majors and self-learned data science or computer science skills are welcome to apply"
Data scientist,Data Scientist-User Growth TikTok,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The Growth team plays a core role in acquisition, activation, and retention of billions of users, through our globally popular products such as TikTok, Resso, CapCut, Helo, etc. We are building platform foundation, leveraging data and ML models, and providing end-to-end solutions to power global growth of ByteDance products. Typical Growth projects including referral, notifications, paid ads, etc.

You will:
Develop comprehensive product metrics and quantitative measurement structure based on product stages and business purposes.
Prototype analysis pipelines to provide insights, and provide quick responses to business inquiries and events;
Conduct routine and non-routine end-to-end analyses with large, complex data sets, and make recommendations on appropriate solutions;
Cooperate with PM / Ops team / R&D, promote the implementation of optimization scheme, and bring about the actual improvement and growth of the business.
Qualifications
Bachelor's degree or above in Statistics, Applied Mathematics, Computer Science or a related field
3+ years of working experience in Data Science, algorithmic engineering, or machine learning
Strong technical leadership combined with hands-on data mining and machine learning application experience
Solid technical & knowledge of A/B testing methodologies, can consistently explore and find the best practice
Insightful data sense and rigorous logical mindset, capable of providing systematic approaches to solve business problems;
Quickly familiar with and starting a new business; Can lead a small project team to support business
Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques
Have a strong ability to work under pressure, have the courage to overcome difficulties, and accept challenges.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Data scientist,Singapore - Data Intern,"Who are Inchcape?

At Inchcape, our vision is to have a connected world, in which our customers trade successfully and make better decisions in every port, everywhere. We use technology and our global network to help our partners connect to a smoother, smarter ocean.
Inchcape combines its worldwide infrastructure with local expertise through our global network of over 240 proprietary offices, across 60 countries and a team of more than 2,500 committed professionals. Our diverse global customer base includes owners and charterers in the oil, cruise, container and bulk commodity sectors as well as naval, government and intergovernmental organisations.
We have an ambitious growth model and a career here is certainly going to be a rewarding one that will allow you to bring your skills & experience. We embrace change and are open to new thinking and pushing for positive change in our industry.

Business Need / Purpose of Role

As a Data Intern, you will play a pivotal role in supporting our team by assisting in the collection, analysis, and interpretation of data to drive informed business decisions.
This internship offers a hands-on learning experience in data analytics techniques, tools, and methodologies while contributing to meaningful projects that impact our organization's success.

Responsibilities:

1. Data Collection and Preparation:

Collaborate with teams to gather data from various sources, ensuring data accuracy and completeness.
Clean, preprocess, and transform raw data into usable formats for analysis.

2. Exploratory Data Analysis (EDA):

Conduct EDA to identify patterns, trends, and outliers in datasets.
Use statistical techniques and visualization tools to generate insights from data.

3. Data Visualization:

Create visually appealing and informative dashboards, graphs, and charts to present analysis findings.
Utilize tools such as Tableau, Power BI, or Python libraries for visualization.

4. Reporting and Insights:

Prepare clear and concise reports summarizing analysis results and actionable recommendations.
Collaborate with the team to communicate findings to stakeholders effectively.
Perform data validation and verification to ensure accuracy and reliability.
Collaborate with team members to identify and resolve data-related issues.

Qualifications and Skills:

Pursuing a Bachelor's or Master's degree in Data Science, Statistics, Computer Science, Mathematics, or a related field.
Strong analytical mindset with a passion for working with data to uncover insights.
Familiarity with data manipulation using tools like Python, R, or SQL.
Basic understanding of statistical concepts and data analysis techniques.
Proficiency in data visualization tools and techniques.

Why Inchcape Shipping Services?

We believe in building a diverse and high performing workforce, that works together to provide our customers with the exceptional service they deserve. To reach the highest standards we depend on our people, their welfare, training, and expertise. We realize the value of our staff and know that your unique experiences, skills, and passions will help you to build a rich and rewarding career in our dynamic industry.

Our values are at the center of everything we do, and the successful candidate will be expected to demonstrate and fully adopt these:

Global Perspective - we connect the world and see the bigger picture.
The Power of People - we rely on the strength of local agent knowledge and relationships.
Progress - we adopt new thinking and push for positive change in our industry.

In return, we will offer you:

A diverse range of benefits, depending on your geographical location. Globally as a minimum you will receive:

Life assurance
Healthcare
Competitive salary
Career development and progression opportunities
Values Award celebration events
Team building days

Plus, much more!

Inchcape Shipping Services is looking for people who are willing to think about the future...and think big. We're looking for people who are ready to take on the most significant challenges of their careers.

If you think that you have the right skills, knowledge, and attitude to join our team, then we invite you to apply to this advert!

#ISSthebiggerpicture

Appointment to this role will be subject to satisfactory references and possession of a valid Right to Work documentation depending upon your geographical location.

Inchcape is an Equal Opportunity Employer and equality; diversity and inclusion are at the center of everything we do. We recognize that our customers, colleagues, contractors, and other partners are central to our success and that we work in a diverse society. We acknowledge not only our legal, but also our moral responsibility to ensure all groups have equality of opportunity.

Only applications submitted through the ISS Careers website will be acknowledged."
Data scientist,Data Science (Renewables Energy Forecast) Intern [Jan 2024 - Jun 2024],"Singapore, Central, Singapore
Department
Data Science & Analytics
Job posted on
Aug 08, 2023
Employment type
Attachment
Renewable energy forecast (wind, solar and hydro) using deep learning models, based on satellite images, all-sky images, and IOT sensors.
The candidates will have chance to learn and practise:
1) data pipeline building
2) AI models (time series, computer vision and generative models) development and deployment
3) data visualization using Grafana dashboard
4) Microsoft Azure cloud computing.

Requirements
Good knowledge in python, machine learning, pandas, database

Only shortlisted candidates will be notified."
Data scientist,Data Analyst - Space Systems and Analytics,"Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.

Why Join Us
At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance.

We are hiring for stellar Data Analyst/Senior Data Analyst for the Space Systems and Analytics Team. We cover 4 pillars of work:

1. RE&F (Real Estate & Facilities) Management System: Coordinate the system requirements of each module in RE&F, plan the system architecture and functions, prioritize classifications based on business importance and business;

2. Employee Side System Management: Online RE&F services (such as moving seat selection, workstation reservation, equipment maintenance, workplace information viewing, etc) to improve employee work efficiency and experience;

3. Data Management and Analysis: Access company-related system data sources, maintain RE&F data warehouse. Build RE&F data index system. Complete various thematic data analysis and forecasting.

4. Data Products: Output customised data products such as reports, dashboard, visualize screens. In order to intuitively present, track and warn data on topics such as space efficiency, cost, and project schedule.

Responsibilities:
1. Responsible for the set-up of business indicator systems for Real Estate leasing projects, facility management, space planning, cost management, etc., attribution of short-term anomalies and analysis of long-term trends and providing valuable suggestions with reports;
2. Build dashboards based on the indicator systems and establish a daily tracker and monitoring system to promptly identify relevant trends or potential blockers;
3. Perform various data analysis according to business needs, quickly locate internal problems or discover opportunities through keen insight into data, qualitative and quantitative analysis, and modeling;
4. Maintain smooth and effective communication with internal stakeholders, such as the Real Estate, Product, R&D, Algorithm, and other teams to ensure the implementation and continuous optimization of data analysis conclusions and to build data systems and user-friendly data products to support business.

Requirements:
1. Strong in mathematics, statistics, computer science, data science/statistics, engineering and related majors;
2. Proficiency in SQL, Tableau, familiar with Python or R for data analysis Algorithm (ML. causal inference), dynamic programming background is a plus.
3. Experienced in data analysis, rich data mining, information collection, and analysis capabilities, strong ability to translate business problem into data modeling;
4. Solid communication and collaboration skills and the ability to work effectively with internal teams;
5. Have a strong learning ability and curiosity; ability to quickly pick up domain knowledge in new areas; Can lead a small project team to support business;

ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Data scientist,"Associate, Data Scientist","BNY Mellon Singapore
Posted 4 days ago Permanent Competitive
Associate, Data Scientist
Overview

Bring your ideas. Make history.
BNY Mellon offers an exciting array of future-forward careers at the intersection of business, finance, and technology. We are one of the world's top asset management and banking firms that manages trillions of dollars in assets, custody and/or administration. Known as the ""bank of banks"" - 97% of the world's top banks work with us as we lead and serve our customers into the new era of digital.

With over 238 years of rich history and industry firsts, BNY Mellon has been built upon our proven ability to evolve, lead, and drive new ideas at every turn. Today, we're approximately 50,000 employees across 35 countries with a culture that empowers you to grow, take risks, experiment and be yourself. This is what #LifeAtBNYMellon is all about. In addition, BNY Mellon is a strategic partner to a variety of financial technology companies and a convener of influential industry and market infrastructure forums. We have made strategic investments in a portfolio of 29 fintechs building solutions that incorporate emerging technologies including artificial intelligence, blockchain and cloud.

We're seeking a future team member for the role of Associate, Data Scientist to join our Issuer Services Engineering team. This role is located in Singapore (Hybrid).

In this role, you'll make an impact in the following ways:
Collaborate with cross-functional agile teams to understand business problems and provide data-driven solutions.
Perform data analytics, feature engineering and advanced machine learning techniques to interpret large datasets of varying formats and sources using variety of tools.
Work closely with data engineers and perform simple to advanced data engineering to optimize data collection and processing to accelerate delivery of data products for the firm.
Collaborate with business domain experts to understand, define and refine ambiguous questions and propose hypotheses, testing plans and develop scientific solutions through good understanding of the data and business domain.
Communicate effectively by creating clear, well-structured, and concise reports and presentations explaining findings in a way that is easily understood by non-technical stakeholders.
Stay abreast and maintain up-to-date knowledge of industry best practices and latest advancements relevant to data science products and capabilities.

To be successful in this role, we're seeking the following:
Bachelor's degree in Computer Science, Mathematics, Statistics or a related field such as data science and machine learning. Master's or PhD is a plus.
Proficient in programming languages such as Python.
Proficient in popular machine learning frameworks, libraries and tools (such as Keras and Tensorflow, transformers, Jupyter Notebook).
Proficient in data analysis using SQL.
Familiarity in software development lifecycle and best practices (code quality, versioning, etc)
Experience in the financial services industry is a plus.

At BNY Mellon, our inclusive culture speaks for itself. Here's a few of our awards:
Fortune World's Most Admired Companies & Top 20 for Diversity and Inclusion
Bloomberg's Gender Equality Index (GEI)
Best Places to Work for Disability Inclusion , Disability: IN - 100% score
100 Best Workplaces for Innovators, Fast Company
Human Rights Campaign Foundation, 100% score Corporate Equality Index
CDP's Climate Change 'A List'

Our Benefits:

BNY Mellon offers highly competitive compensation, benefits, and wellbeing programs rooted in a strong culture of excellence and our pay-for-performance philosophy. We provide access to flexible global resources and tools for your life's journey. Focus on your health, foster your personal resilience, and reach your financial goals as a valued member of our team, along with generous paid leaves that can support you and your family through moments that matter.

BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer - Underrepresented racial and ethnic groups/Females/Individuals with Disabilities/Protected Veterans.

Employer Description:

For over 230 years, the people of BNY Mellon have been at the forefront of finance, expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments and safeguards nearly one-fifth of the world's financial assets. BNY Mellon remains one of the safest, most trusted and admired companies. Every day our employees make their mark by helping clients better manage and service their financial assets around the world. Whether providing financial services for institutions, corporations or individual investors, clients count on the people of BNY Mellon across time zones and in 35 countries and more than 100 markets. It's the collective ambition, innovative thinking and exceptionally focused client service paired with a commitment to doing what is right that continues to set us apart. Make your mark: bnymellon.com/careers.
Job ID 44910"
Data scientist,Data Science & Analytics Manager,"Location
Singapore
Salary
Experience
200,000 SGD
5 years +
Skills
ML, AI, Python,
Job ID
ARSG6996
As a Data Science & Analytics Manager, you will lead the Data Science practice and play a critical role in driving sales and delivering solutions within data science for clients. You will assist in pre-sales and project delivery for Data Science work plans that ultimately improve customer understanding and help drive client's growth."
Data scientist,Data Science Assistant Trainer - Singapore,"Job description
About the Institute of Data
The Institute of Data is a Professional Network of Data Scientists, Cyber Security Analysts, and Software Engineers. In partnership with leading universities in Australia, New Zealand & America, and the government of Singapore, we transform careers for a data-driven world through practical, industry-focused courses.
About the role
We are looking for Assistant Trainer to support the Lead Trainer and students in a classroom environment. Your responsibilities:
Support students during an in-person class with questions they may have
Work with another Assistant Trainer to take attendance, rate engagement, and promote survey completion
Assisting to create a dynamic and collaborative classroom community
Inspire students to persevere through the challenges of learning complex subjects.
Work with another Assistant Trainer helping about 2-5 students each
Days and times
From 2 October to 27 March every second Monday 6pm-9pm, totally 3 hours a fortnight.
Location
In-person classes held in the Lian Huat Building, Singapore Central
About you
At least 1 year of data experience either through study or work.
Desire to help others learn and grow.
Comfortable in an in-person classroom environment.
Culture & Benefits
Contract opportunities outside of business hours - opportunity to pick up more hours
Great opportunity to gain on more exposure and experience in Data Science while maintaining work/life balance
Work in a fun supportive in person environment
Learn valuable skills throughout the course
Job Type: Part-time
Salary: $25.00 - $26.00 per year
Schedule:
On call
Experience:
Machine learning: 1 year (Preferred)
Work Location: In person
Expected Start Date: 02/10/2023"
Data scientist,Machine Learning Engineer (TikTok) - 2024 Start,"Responsibilities
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About the TikTok Data Team
Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem.

We are looking for talented individuals to join us in 2024. As a graduate, you will get unparalleled opportunities for you to kickstart your career, pursue bold ideas and explore limitless growth opportunities. Co-create a future driven by your inspiration with TikTok.
Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is applicable to TikTok and its affiliates' jobs globally. Applications will be reviewed on a rolling basis - we encourage you to apply early.

Responsibilities
Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning;
Understand product objectives and machine learning techniques; improve model and recommendation strategy;
Understand user behavior and apply ML algorithms to optimize content consumption and production experience;
Understand content security strategy and apply ML algorithms to improve content audit process;
Work with cross functional teams to grow company's product in important regional markets.
Qualifications
Final year or recent graduate with a background in computer science, computer engineering, information systems or a related technical discipline from a university
Solid experience with data structures or algorithms
Software development experience through hands on coding in a general purpose programming language
Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas
Strong communication and teamwork skills
Passion about technologies and solving challenging problems
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.
By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.
If you have any questions, please reach out to us at apac-earlycareers@tiktok.com"
Data scientist,Data Scientist (Contract),"Apply here https://form.typeform.com/to/s8Dmwbi0
Why Synthesis?
Data Scientists at Synthesis develop models and analytical frameworks designed for the sharpest insights and marketing professionals in the world. Rooted in culture, tested in data science, Synthesis is known for delivering exceptional data products and consultancy services which unravel human and consumer stories, and inspire our clients with the confidence to act.

The marketing and research industry has for too long relied on Ã¢â‚¬Ëœquestion-responseÃ¢â‚¬â„¢ approach to understanding changes in behaviour. We prioritise layering behavioural, performative, search and other open data sources to highlight the discrepancies between what people say they do and what they actually do. We see a $40 billion industry that has failed to innovate for too long and we are just getting started.

The project
We are looking for an experienced data scientist to join our team for 3+ months. Following an experimental pilot project, youÃ¢â‚¬â„¢ll be working to help us systematise and semi-automate a tool to identify and track slow shifts in Culture.

Keeping in mind the project is the simplest it will ever be, you will be responsible for envisaging a data plan that helps us scale efficiently to new global markets and move towards automation for this ambitious tool.
Systematising and simplifying a large, complex project for automation. Develop a scaled Data Science workflow, involving considerations of cloud storage and data pipeline architecture.
Perform exploratory data analysis, feature engineering, and model building to deliver accurate and impactful algorithms.
Innovate data transformations that improve the utility and exploration of large text based dataset for our strategy team.
What weÃ¢â‚¬â„¢re looking for
At least 3-5 years of relevant technical working experience, including a solid understanding of statistical analysis and hands-on experience with Python.
Confidence and experience in building complex data processes and models from scratch.
Natural language processing skills, including topic modelling and semantic parsing, especially on short texts are essential.
Ability to be a thought partner and collaborator on complex projects. Openness and enjoyment of iteratively developing your ideas. You recognise the value of having an array of approaches at your disposal rather than focusing solely on one methodology or model.
Ability to communicate your analysis in simple, non-technical terms and relish the prospect of working alongside a team of strategy consultants to move from analysis to implication for business.
Familiarity with quick prototyping techniques to find best fit with business cases.
(Advantageous but not required) Experience with cloud platforms, particularly Google Cloud.
About Working Here
The salary range for this role is $10,000 - $12,500 p/m. Actual salary may vary based on experience.

We work in tight-knit project teams, meaning youÃ¢â‚¬â„¢ll work side by side with other cultural strategists & data scientists to interpret meaning in the data patterns we see, and present your work to our client partners, so you see first-hand the impact your work has.

We are a diverse team, we value creativity, Ã¢â‚¬ËœplussingÃ¢â‚¬â„¢ mindset and collaboration. We will have a great working relationship if you...
Are comfortable with open ended challenges
Have the confidence to suggest and Ã¢â‚¬ËœplusÃ¢â‚¬â„¢ on ideas to find new solutions
Have strong written and communication skills (English)
Sounds like you?
Say hello https://form.typeform.com/to/s8Dmwbi0"
Data scientist,Data Scientist Intern,"Duration: 2-4 Months, > 4 Months
Internship Type: Undergraduate, Pre-University

As a Data Scientist, you will have to understand the project objective and requirements, conduct technology scan and proof-of-concept (if required). You will work closely with a mentor to deliver a system meeting the project requirements.
Broad Deliverables
Conduct technology scan and proof-of-concept (if required).
Perform data pre-processing and feature engineering, build and develop machine learning models.
Present the system to management and users.

Possible Projects*
Statistics and machine learning
Data visualization
Human language technologies
Graph algorithms/analytics

Prerequisites/Skills Required
Prior knowledge in data mining or machine learning techniques (e.g. classification, anomaly detection and recommendation systems)
Proficient in programming language such as Python (i.e. familiar with Python-based machine learning libraries such as scikit-learn, numpy/scipy and pandas)
In your application, please submit the following documents in a single PDF file for 'Resume/CV':
1. Resume
2. All Education Certificates to-date (from secondary to tertiary education)
GCE 'O'/'N' Levels, NITEC
Prelim/GCE 'A' Levels, IB/Diploma
Latest university transcript from Year 1 (for current undergraduates)"
Data scientist,Data Scientist - Global E-commerce,"Responsibilities

About us:
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

About the team:
The e-commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated. With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-commerce experience to our users. We are looking for passionate and talented people to join our data science team, product insights in building an e-commerce ecosystem that is innovative, secure and intuitive for our users.

Responsibilities
1. Design end-to-end solutions to e-commerce operation problems such as merchant growth, creator growth, precision marketing etc;
2. Develop ML models to find potential creators, measuring LTV of users, etc.;
3. Cooperate with PM/Ops/R&D team to conduct opportunity sizing, set up and analyze A/B tests, and bring about the improvement of system efficiency and the growth of business.
Qualifications
1. Bachelor degree or above, majoring in mathematics, statistics, computer science is preferred;
2. Proficient in SQL, tableau and familiar with Python or R for modelling project;
3. At least 3 years of working experience in data science, machine learning, etc, and have a good business sense in e-commerce;
4. Able to complete English reports and communicate with global staff independently;
5. Self-driven, be able to work under pressure and have the courage to overcome difficulties and accept challenges.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Data scientist,College Intern - Data Science (6 Months),"What a College Intern Ã¢â‚¬â€œ Data Science does at HP:
Analyze Home Inkjet products event data from different data sources to generate actionable insights to address customer pain point and usage model.
Enable predictive data analytic capabilities using printer telemetry data with strong linkage to other sources of data.
Create visual dashboards to monitor trends and usage pattern of customer experience journey.
Are you a high-performer? We are looking for an individual with:
Degree or Masters in Computer Science/Data Science/Engineering.
Able to commit to a 5-6 months full time internship.
Excellent data analysis skill.
Creative thinking.
Proficient Office (Excel/Word/PowerPoint) skill.
Experience in Power BI, Database/SQL, Python (Plus), JMP.
Sustainable impact is HPÃ¢â‚¬â„¢s commitment to create positive, lasting change for the planet, its people, and our communities. This serves as a guiding principle for delivering on our corporate vision Ã¢â‚¬â€œ to create technology that makes life better for everyone, everywhere.
HP is a Human Capital Partner Ã¢â‚¬â€œ we commit to human capital development and adopting progressive workplace practices in Singapore.
#Li-Post

About HP

YouÃ¢â‚¬â„¢re out to reimagine and reinvent whatÃ¢â‚¬â„¢s possibleÃ¢â‚¬â€in your career as well as the world around you.
So are we. We love taking on tough challenges, disrupting the status quo, and creating whatÃ¢â‚¬â„¢s next. WeÃ¢â‚¬â„¢re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HPÃ¢â‚¬â„¢s commitment to diversity, equity and inclusion Ã¢â‚¬â€œ it's just who we are.
From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, youÃ¢â‚¬â„¢re more innovative and that helps grow our bottom line. Come to HP and thrive!"
